url,title,year,month,film,season,platform,comment,
september-2022-whats-new-and-gay-on-netflix-peacock-hulu-paramount-disney,What’s New and Gay To Stream in September 2022,2022,9,Tom Swift,1,the CW/HBO Max,"This sci-fi show follows Tom Swift, a Black gay man and “an exceptionally brilliant inventor with unlimited resources and unimaginable wealth” whose father’s disappearance thrusts him into a “breathtaking adventure full of mysterious conspiracies and unexplained phenomena.” His bodyguard, Isaac Vega, is trans and pansexual!",
september-2022-whats-new-and-gay-on-netflix-peacock-hulu-paramount-disney,What’s New and Gay To Stream in September 2022,2022,9,Los Espookys,2,HBO Max,"Vulture describes Los Espookys as “Latinx and queer as hell.” The eccentric program comes from a team of creators that includes Latinx comedians Ana Fabrega and Julio Torres and follows a group of weirdos who start a business creating “custom horror events,” like exorcisms or hauntings, for people who need them. Torres’ plays Andrés, a gay chocolate empire heir estranged from his family. Goth dental assistant Ursula (Cassandra Ciangherotti), the older sister of Fabrega’s character Tati (who is allegedly straight but “has the androgynous goofiness of a clown“), is queer and in Season Two will be reuniting with a former acquaintance to shake up local politics. Trans pop star Kim Petras is joining the cast as Secretary of State Kimberly Reynolds.",
september-2022-whats-new-and-gay-on-netflix-peacock-hulu-paramount-disney,What’s New and Gay To Stream in September 2022,2022,9,Club Cumming Presents A Queer Comedy Extravaganza,,Showtime Anytime,"Alan Cumming hosts a cabaret-style gathering of seven up-and-coming queer comics: Joe Castle Baker, Julia Shiplett, duo Zach Teague & Drew Lausch, Nori Reed, Pat Regan, and Larry Owens.",
september-2022-whats-new-and-gay-on-netflix-peacock-hulu-paramount-disney,What’s New and Gay To Stream in September 2022,2022,9,American Giglio,1,Showtime Anytime,"Rosie O’Donnell is the very butch Detective Sunday in this reimagining of the ’80s Richard Gere flick. This time around, Julian is fresh out of lockup where he’s been exonerated after serving 15 years for a murder he didn’t commit after he woke up to find his client stabbed to death. I don’t think there’s gonna be any actual gay stories in this but Detective Sunday sure does seem like a homosexual!",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Disenchantment,5,Netflix,"In its final season, Queen Bean (voiced by queer actor Abbi Jacobson), her elf companion and her personal demon are competing in an epic battle for Dreamland, hoping to save the land from Queen Dagmar’s wicked rule. Wishing them all the best on their journey!",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Happy Ending,,Netflix,"This Dutch film finds Luna and Mink one year into their relationship and Mink unaware that his girlfriend has been faking orgasms this whole entire time. Luna’s friends, appalled by the revelation, propose an innovative solution: a threesome with climate activist Eve (Joy Delima) — but one evening with Eve throws Luna’s whole life upside-down. (ETA I’ve since scene this movie and spoiler alert in the footer1) 1 I have seen the film and I didn’t like the ending",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Top Boy,5,Netflix,"This gritty crime drama produced by noted rapper Drake is about drug gangs operating in the housing estates of East London and it features Jasmine Johnson as Jaq (a role for which she has been nominated for BAFTAs) and British model Adwoa Aboah is Becks, Jaq’s girlfriend.",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Sex Education,4,Netflix,"Otis and friends have moved forward in life to Cavendish Six Form College, and in the trailer Otis is explaining his work as a sex therapist to a moderately occupied auditorium. Maeve walks by two girls kissing on the street but I don’t know if they will have any lines. Queer character Ola (Patricia Allison) and girlfriend Lily (Tanya Reynolds), aren’t returning, but non-binary character Cal (Dua Saleh) is indeed returning, bless us all! Our beloved Dan Levy is joining the cast to play a writer/professor.",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,S.W.A.T.,6,Netflix,,
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Call the Midwife,12,Netflix,,
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,New Amsterdam,,Netflix,,
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,The Wheel of Time,2,Prime Video,"This is what Prime Video has to say about Season Two: “threats new and very old seek out the young friends from the Two Rivers, now scattered over the world. The woman who found and guided them is now powerless to help, and so they must find other sources of strength. In each other, or themselves. In the Light … or the Dark.”",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Wilderness,1,Prime Video,"British couple Liv (Coleman) and Will (Jackson-Cohen) appear to have it all — a glamorous life in New York far away from their provincial home town, a widely envied marriage — but it all comes crashing down when Liv learns of Will’s affair with Cara (queer actor Ashley Benson). After coping with heartbreak, Liv moves on to revenge, and plans to execute it on a couples road trip to all the National Parks. Liv is sexually fluid and her best friend, Ash, is a lesbian. The vibes are very much “based on a bestselling thriller.”",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Neighbours: A New Chapter,,Freevee/Prime Video,"The long-running Australian soap, following the lives, loves, and challenges of the residents on Ramsay Street in a fictional Mebourne suburb, picks up with a reboot after its 2022 finale. New neighbors include lesbian couple Cara (Sara West) and Remi (Naomi Rukavina) and their two sons. Georgie Stone is returning as transgender woman Mackenzie Hargreaves, a character launched in 2019 after Georgie pitched it directly to the original show’s producer. Chloe Brennan (April Rose Pengilly), a bisexual character from the original series, is also returning, and her character’s girlfriend is returning in a guest capacity!",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,The Victoria’s Secret World Tour,,Prime Video,"So they’re re-booting the Victoria’s Secret Fashion Show, historically a damaging cultural instrument, as a feature-length documentary film bringing together women creators from Bogotá, Lagos, London, and Tokyo for “a global fashion event, film, and celebration.” This group of creators is overflowing with queer people: queer Nigerian stylist and social media influencer Ashley Okoli, queer musician Wavy The Creator, trans Italian dancer & choreographer Piscis, trans artist & writer Ebun Sodipo and queer artist Phoebe Collings; as well as Eloghosa Osunde, the Nigerian author of the queer novel Vagabounds!",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Gen V,1,Prime Video,"Set within the world of The Boys, Gen V  is set at prestigious superhero-only college Godolkin University of Crimefighting, where students train to become superheroes with big brand deals. As the students compete for popularity and good grades, it’s clear that super powers have a tendency to raise the stakes. Derek Luh and London Thor play “gender-shifting” character Jordan Li, and I am certain from vibes that there is another queer woman in this story.",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,The Other Black Girl,1,Hulu,"Based on the psychological thriller bestselling novel by Zakiya Dalila, this series is the story of Hazel, an editorial assistant who’s relieved when Nella is hired at her all-white publishing firm — finally she’s not the only Black girl at the office. But something is immediately off with Nella, who’s nice to Hazel’s face, but seems to be undermining her work and her relationships, eventually uncovering a larger dark force lurking within Wagner Books. Hazel’s best friend, Malaika (Brittany Adebumola), is queer!",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Special Forces: The Worlds Toughest Test,,Fox/Hulu,"Premiering on Fox on the 25th and landing on Hulu the next day, this reality competition with no prize at all invites willing adults to complete “the harshest most grueling challenges from the playbook of the actual Special Forces selection process.” Not loving the military tie-in here, but, this season takes place in brutally cold conditions in New Zealand and contestants include David Silver from Beverly Hills 90210, Tara Reid, and America’s lesbian sweetheart, JoJo Siwa.",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Star Trek: Lower Decks,4,Paramount+,"Heather Hogan’s favorite Star Trek, the quirky comedic animated Star Trek: Lower Decks, is focused on the support crew of the USS Cerritos, one of Starfleet’s least important ships, in the year 2380. Tawny Newsome voices pansexual Ensign Beckett Mariner, as she and her crew attempt to keep up with life itself while being attacked by all manner of sci-fi anomalies.",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Sam Jay: Salute Me or Shoot Me,,Max,"Lesbian comic Sam Jay’s first HBO stand-up special, filmed at Brooklyn Steel, features the newly-engaged comic taking the stage for “a hilariously frank discussion on embracing our differences, the stresses of long-term relationships, and the power of empathy.”",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,The Morning Show,3,Apple TV+,"After a sort of bad but also delightful season two that found Reese Witherspoon and Juliana Marguiles bumping boots, we come to Season Three in which we are all pleased to report that Juliana Marguiles is returning! In the trailer, UBA is the subject of a cyber-attack, and Karen Pittman is sighing in the shower, and Jennifer Aniston wants a seat at the table!!!! Also, Tig Notaro and John Hamm are joining the cast.",
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney,September 2023: What’s New and Gay To Stream,2023,9,Power Book IV: Force,2,Starz,"Well, it sounds like Tommy Egan is on a mission to avenge Liliana’s death and take over the Chicago drug world but with CBI split up, first Tommy and Diamond have to maintain their edge on Jenard as the factions feud in the streets. Lili Simmons plays Claudia Flynn, who is in fact a lesbian, and in the first season was working to get her new luxury drug onto the streets.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Selling Sunset,8,Netflix,"Queer real estate queen Crishell Stause returns for a season in which we are told that “the luxury real estate market is in crisis,” which is probably the least compelling crisis I’ve considered in my lifetime. But I imagine Crishell’s wife G-Flip will pop up.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Nobody Wants This ,1,Netflix,"This show was so charming and witty and delightful and full of talent that I didn’t even care that the lesbian character barley shows up at all! Kristen Bell is Joanne, who hosts a podcast about her chaotic sex and dating life with her sister Morgan. At a dinner party hosted by her lesbian friend Ashley (Sherry Cola), she meets Noah (Adam Brody), a rabbi, with whom she develops immediate banter and connection — but will it be enough to overcome the perils of being a gentile dating a rabbi? Tovah Feldshuh is Noah’s Mom, Timothy Simons (Jonah from Veep) is his brother, D’Arcy Carden is another friend of Joanne’s. I really enjoyed this, especially ’cause so many shows focused on Jewish families or communities exited for a minute and now they don’t anymore. (e.g., Crazy Ex-Girlfriend, Transparent, Broad City, The Marvelous Miss Maisel)",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Will & Harper,,Netflix,"Will Ferrell’s close friend Harper, a longtime writer for Saturday Night Live, comes out as a trans woman to Ferrell and then the twosome take a road trip together, meeting trans people in American small towns, talking about her life and her experiences, and face-timing Kristin Wiig to write them an inspirational theme song.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,The Great North,4,Fox/Hulu,Did you know that Jane Lynch is a lesbian in this adult animated series? I did not and now I do,
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Tell me Lies,2,Hulu,"In Season One of this twisted and pretty mid thriller set in a small private college and centered on a toxic relationship between a heterosexual girl and a heterosexual man, it seemed that Pippa (best friend of lead character Lucy) was exploring her sexuality a bit with Lucy’s lesbian roommate, Charlie. In Season Two, the twists keep twisting and Pippa is involved in a very unexpected queer relationship.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,The Old Man,2,FX/Hulu,"This revenge action-thriller was apparently a huge hit in 2022 and I didn’t notice a thing! Jeff Bridges is Dan Chase, a former CIA operative forced out of hiding when a former adversary hunts him down for revenge. Season One ended with gay character “Emily Chase” (Alia Shawkat) being kidnapped by terrorists in Afghanistan, and in Season Two, three men including Chase, all claiming her as their daughter, set off to recover her.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Child Star,,Hulu,"Directed by bisexual star Demi Lovato, this documentary will explore the challenges and rewards of growing up in the spotlight including conversations with queer former child stars including Raven-Symoné, JoJo Siwa, Alyson Stoner and Drew Barrymore.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,9-1-1: Lone Star,5,Fox/Hulu,"Main 9-1-1 dispatcher, Grace, leaves the show, meaning Owen (Rob Lowe) has to make a “difficult decision” after Marjan (Natacha Karam) and Paul (trans actor Brian Michael Smith) both apply to take her spot.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Social Studies,1,FX/Hulu,"It seems impossible that this “character-driven series offering intimate access” to the lives and phones of L.A. Teenagers which “promises an urgent journey into the coming of age of digital natives” will not contain any queer humans. It’s directed by Lauren Greenfield (Generation Wealth, The Queen of Versailles, Thin), who tends to exclusively explore topics I’m specifically interested in so I will indeed be checking it out",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,« 9-1-1 »,8,ABC/Hulu,"Finally, we will get the long-awaited episode in which 22 million killer bees descend upon Los Angeles!",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Grey’s Anatomy,21,ABC/Hulu,"Queer actor Natalie Morales is joining the recurring cast this season after last season’s guest run as Dr. Monica Beltran, a new pediatric surgeon at Grey Sloan going through a messy divorce and being a potential love interest for Winston (Anthony Hill) and Amelia (Caterina Scorsone).",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Colin from Accounts,2,Paramount+,"In Season One of this Australian comedy, we saw Chiara catch feelings for Megan (Emma Harvie), despite being married with kids. In Season Two, one of the episode descriptions promises Megan having a “new girlfriend” and we also see her (clothes on) in bed with Chiara and Brett (who also liked Megan). So that’s exciting!",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,From ,3,MGM+,"This supernatural horror series is often compared to Lost for its genre-blending and twisty narratives. Chloe Van Landschoot is (gay) Township doctor Kristi Miller, a former paramedic, who was separated from her fiancee (Kaelen Amara Ohm) when she got trapped in a nightmarish Middle American town plagued by evil creatures. When Season Three opens, Boyd is feeling the town slip away from him as the weather gets colder and the residents grow more desperate.",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,I Saw the TV Glow,,HBO Max,"This horror-drama from trans director Jane Schoenbrun stars Justice Smith as Owen and Brigette Lundy-Paine as Maddie, two high school students drawn to each other over their mutual obsession with a fantasy TV show. For Owen, the attachment is informed by his yet-unnamed transness. Drew writes that I Saw The TV Glow “is about the art that shapes us, even if someday we grow beyond it. The film warns against looking at this art with dismissal or disdain",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Bodies Bodies Bodies,,HBO Max,"“More whodunnit murder mystery than slasher,” Kayla writes of this film stacked with queer actors and characters, “Bodies Bodies Bodies is a comedy of errors in which destructive friendships have a deadly cost.”",
september-2024-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-mgm,September 2024: What’s New and Gay to Stream,2024,9,Three Women,0,Starz,"I read the non-fiction book by Lisa Taddeo on which this was based and honestly wasn’t a huge fan (although I loved her novel Animal), and also I remember even the minor queer aspects of this story being… less queer than I’d hoped. But, we are grasping for straws in September and this is one of them. Sloane, one of the three women followed in this exploration of sexuality through personal narrative, is a successful woman navigating an open marriage with her husband, which does include some sexual encounters with other women.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Orphan Black,5,Netflix,You know it and you love it! The sci-fi series Orphan Black in which Tatiana Maslany plays a bunch of clones including the queer Cosima is hitting Netfli,
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,The Blackening,,Netflix,"It might not be spooky season QUITE yet, but we’re getting close, and this horror-comedy co-written by Tracy Oliver and Dewayne Perkins is hitting Netflix just in time.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Bombshell,,Netflix,Kate McKinnon’s character and Margot Robbie’s character indeed are in a relationship in this otherwise mediocre film about the women of Fox News who exposed Roger Ailes as a bad man,
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Tyler Perry’s Beauty in Black ,2,Netflix,"Tyler Perry’s series which features multiple queer men characters returns, but season one received significant criticism.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Moving On,,Netflix,"Lily Tomlin plays queer character Evie in this dark buddy comedy that co-stars Jane Fonda as a woman seeking revenge.

",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Wayward,0,Netflix,"Oh we are SO pumped for this new very queer, very trans thriller about an academy for troubled teens with a transmasc protagonist played by Mae Martin (who also created the series) and several other LGBTQ+ characters, including a bisexual teen. Here’s to hoping this fills the Yellowjackets-shaped hole in my television schedule. It seems tonally similar! And just as queer if not more so!",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Interview with the Vampire,2,Netflix,"The excellent and increasingly queer part two of AMC’s Interview With the Vampire series is coming to Netflix. A date for season three has not been announced yet, but it’s a perfect time to revisit!",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Alice in Borderland,3,Netflix,The third season of this sci-fi thriller based on a manga of the same name features a transfemme character named Hikari Kuina,
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Gen V,2,Prime Video,"This ultra-queer spinoff of The Boys returns for a second season nearly two years after it first premiered. It’s about a bunch of young superheroes attending the Godolkin University School of Crimefighting, and queer characters include bisexual characters Marie Moreau and Emma Meyer, as well as gender-shifting Jordan Li, and more.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Caleb Hearon HBO Original Comedy Special,,HBO Max,"Unfortunately, we weren’t able to find an exact debut date for the hilarious Caleb Hearon’s new special, but it will be sometime this month!",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Seen & Heard: The History of Black Television ,,HBO Max,"A new two-part docuseries executive produced by Issa Rae, Seen & Heard features the work and words of loads of famous creators and artists, including Lena Waithe.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,The Morning Show,4,Apple TV+,"I am somehow both not ready and EXTREMELY ready for the return of one of my favorite unhinged television programs of all time, The Morning Show, which stars Reese Witherspoon as queer morning show host and lover of The Truth, Bradley Jackson. Julianna Margulies will not be returning as her on-and-off lover, a decision that supposedly had nothing to do with her rancid Zionist comments that were also racist AND homophobic? Anyway, good riddance. Marion Cotillard is joining the cast this season, and you better believe we will be tracking every single gay thing that happens, even if it is just Bradley/Alex vibes in our imagination.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Jennifer’s Body,,Hulu,Why does it feel like this movie switches streamers every other month? Perhaps I am the only person who notices this as someone who attempts to stream Jennifer’s Body quarterly.,
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Only Murders in the Building,5,Hulu,"Murders sure do keep happening in this building! I would simply move. The series is back for a fifth season, and so is bisexual protagonist Mabel Mora, played by Selena Gomez. Given the show’s track record, we can likely expect additional LGBTQ+ side characters.",
september-2025-new-gay-streaming,"September 2025: What’s New, Gay and Streaming on Netflix, Prime Video, HBO Max, Hulu and Apple TV",2025,9,Lilith Fair: Building a Mystery ,,Hulu,"That’s right, a documentary about Lilith Fair is coming to Hulu this month. It’s produced by Dan Levy and will feature queer artists like Brandi Carlile, the Indigo Girls, and more.",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,3,Abby’s,1,NBC,"Natalie Morales is the first queer woman to play a leading queer female character on a sitcom since Ellen! She’s also the first Cuban to play a main character on a sitcom since Desi Arnaz. Abby is a retired Marine who sets up an unauthorized bar in her rented backyard and refuses to shut it down where her new landlord shows up and discovers it. An early episode, “Free Alcohol Day,” introduces us to Abby’s ex and centers her bisexuality. One other novelty: The show is filmed in front of a live audience, outside. (- Heather Hogan",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,3,Veep,8,HBO,Katherine’s got a bad haircut and post-partum depression and Marjorie is oversharing about their sex life and Selena has decided to run for President again! That’s what’s coming up on Veep’s eighth and sadly final season.,
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,Legends of Tomorrow ,4,the CW,,
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,In the Dark,1,the CW,"“In The Dark” is a gritty dramedy about a woman who is learning to care about others (and herself) and learning how to let people care about her. Her name is Murphy, which is great, and she has a guide dog named Pretzel, which is even better. Murphy has a roommate named Jess, who is a woman of color and a lesbian and who can usually be seen with her girlfriend. Jess is really the only person Murphy lets help her, and they have a cute relationship in which Jess describes what the men Murphy takes home look like to her, and so on. (– Valerie Anne)",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,Chilling Adventures of Sabrina ,2,Netflix,"Chilling Adventures Of Sabrina is back for another nine episodes of casual cannibalism, demon-fucking, blood-spilling, and spell-casting. In Part Two of the Netflix series, Sabrina Spellman finds herself dealing with more patriarchal bullshit in the Church of Night and tries to dismantle Father Blackwood’s stronghold on the coven by pushing back on some of the more archaic traditions, like the appointment of a Top Boy to rule the school. Theo also comes out as trans to his friends, and they’re very supportive. Even when Sabrina messes up and calls him Susie, Sabrina apologizes, and they move on in a very casual way. Theo also becomes instrumental in the fight to stop the apocalypse, alongside Sabrina’s other mortal friends. Meanwhile, everyone in the coven is probably pansexual (and polyamorous), but the church and school still practice a lot of heteronormative traditions because the religion was born of Lucifer, who is an overt misogynist. The Spellman family is here to challenge and undo those traditions, and they’re forced to question everything they’ve ever known in the process. Anyway, this show is still completely chaotic, but it’s often thrilling and very pretty in its dark stylization. But Prudence Night deserves a lot more than the show gives her. (- Kayla Kumari)",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,Killing Eve,2,BBC,"From Kayla’s review of the first two episodes of Season Two, which include Villanelle referring to Eve as her “girlfriend”: “Killing Eve will remain a seductive visual sensation, a stylish spy thriller in the streets and a twisted story about fixation, identity, and power in the sheets. While the premiere does do a lot of reacting to the finale, the second episode propels things forward. Both are tense and alive, sizzling with possibility. Because a caged Villanelle and a spiraling Eve are unpredictable forces. One way or another, they want each other, madly.”",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,The Chi,2,Showtime,"Ayanna Floyd has taken over as showrunner for Season Two of Lena Waithe’s The Chi, which will confront themes including fatherhood and the impact of trauma on young black boys. “I wanted to take a pause and really deal with, what is going on in his little brain?” Floyd told The Chicago Tribune.  “And what goes on with little boys who are living in a certain environment? What goes on in their head? What are their hopes? Do they have fears?”",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,You me Her,4,Audience Network,"Season Three finds our freshly-poly-married triad getting ready for Emma to give birth to — surprise! — twins. Izzy’s (kinda) adjusting to suburban life, Emma’s (kinda) adjusting to not working and also trying to befriend the neighborhood parents and Jack continues, against all odds, to exist. How will they keep their sex life alive during Emma’s pregnancy? Are they doing poly “right”? All these questions and more will be pondered in Season Four of “You Me Her.”",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,The Bold Type,3,Freeform,"Season Three finds Kat reeling from her recent breakup with Adeena, feeling like a “hot mess” and not knowing who she is — but when she learns that a local lesbian bar is in danger of shutting down, she begins a journey that might land her getting involved in city politics. Meanwhile, Scarlett’s staff is adjusting to the board’s decision to hire a cis white straight man to run digital, which is… way too real.",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,Game of Thrones,8,HBO,"It’s anyone’s guess what’s in store in the final season of Game of Thrones, but I’d say there’s about a six thousand percent better chance someone will have sex with their cousin or brother before two women will do lesbianism. Season six saw Daenerys Targaryen flirting with Yara Greyjoy; season seven saw Yara Greyjoy with a lady love interest — buuut it also saw her ship being captured, her and Ellaria being led through King’s Landing and pelted with rotten fruit, and her fate resting in Cersei’s hands. The chances that we even see her at all again are slim.(- Heather Hogan)",
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,Arrow,1,the CW,,
spring-2019-tv-preview-shows-thatll-please-your-eyeballs-with-lgbtq-women-characters-454850,Spring 2019 TV Preview: Shows That’ll Please Your Eyeballs With LGBTQ+ Women Characters,2019,4,Gentleman Jack,0,HBO,"In her life, Anne Lister, “the first modern lesbian,” wrote down four million words in her 27-volume journal (a third of which she transcribed in a cryptograph of her own devising). She detailed her sexual awakening, her plentiful lesbian sexual exploits, her true loves, her seduction techniques, her business dealings (she was a rare woman land owner in the 1800s and she bought her own coal mine), and her athletic pursuits (she was a record-breaking mountaineer). She only wore men’s clothes. Her most beloved called her Fred. And the people in her town called her Gentleman Jack. HBO’s miniseries, a partnership with BBC, promises to go where no show about Lister has gone before. One things for sure: Unlike Game of Thrones, there’s no way they’ll run out of source material. (- Heather Hogan)",
